History Deal - 08/11/2025 12:03:20
ID : 25100022 - From Date : 2025-07-15 - To Date : 2025-11-08
Account Id,Ticket,Date/Time,Type,Volume,Symbol,Price,Direction,Commission,Swap,Profit
25100015,250710762,2025-07-15 08:27:31,buy,0.1,AUDJPY,1.079,out,0,0,-0.7
25100015,250710770,2025-07-15 10:46:02,sell,0.1,AUDUSD,1.093,out,0,0,0.6
25100015,250710771,2025-07-15 10:46:02,sell,0.1,AUDUSD,1.075,out,0,0,2.4
25100015,250710776,2025-07-15 11:28:47,buy,0.1,AUDNZD,1.053,in,0,0,0
25100015,250710778,2025-07-15 11:28:49,sell,0.1,AUDUSD,1.089,in,0,0,0
25100015,250710786,2025-07-16 09:58:34,buy,0.1,AUDUSD,1.089,out,0,0,3.1
25100015,250710787,2025-07-16 09:58:34,sell,0.1,AUDNZD,1.053,out,0,0,0.5
25100017,250710941,2025-07-21 05:29:17,buy,0.1,AUDJPY,1.091,in,0,0,0
25100017,250710942,2025-07-21 05:31:10,sell,0.1,AUDJPY,1.091,out,0,0,-0.2
25100017,250710943,2025-07-21 05:32:53,buy,0.1,AUDJPY,1.063,in,0,0,0
25100017,250710944,2025-07-21 05:35:14,sell,0.1,AUDJPY,1.063,out,0,0,2.1
25100017,250710945,2025-07-21 05:35:20,buy,0.1,AUDJPY,1.075,in,0,0,0
25100017,250710947,2025-07-21 05:38:56,sell,0.1,AUDJPY,1.075,out,0,0,-1
25100017,250710948,2025-07-21 05:39:15,buy,10,AUDJPY,1.064,in,0,0,0
25100017,250710949,2025-07-21 05:40:52,sell,10,AUDJPY,1.064,out,0,0,350
25100017,250710950,2025-07-21 05:42:15,buy,0.1,AUDJPY,1.077,in,0,0,0
25100017,250710951,2025-07-21 05:44:44,sell,0.1,AUDJPY,1.077,out,0,0,-1
25100017,250710952,2025-07-21 05:44:56,buy,50,AUDJPY,1.082,in,0,0,0
25100017,250710953,2025-07-21 05:47:59,sell,50,AUDJPY,1.082,out,0,0,-1150
25100016,250710957,2025-07-21 11:34:25,buy,0.1,AUDUSD,1.08,in,0,0,0
25100016,250710958,2025-07-21 11:39:20,buy,0.1,AUDJPY,1.056,in,0,0,0
25100016,250710959,2025-07-21 11:39:27,sell,0.1,AUDUSD,1.08,out,0,0,-0.8
25100016,250710960,2025-07-21 11:39:28,sell,0.1,AUDJPY,1.056,out,0,0,3.7
25100017,250710961,2025-07-21 11:42:25,buy,0.1,AUDJPY,1.081,in,0,0,0
25100017,250710962,2025-07-21 11:43:41,sell,0.1,AUDNZD,1.073,in,0,0,0
25100017,250710963,2025-07-21 11:45:43,sell,0.1,AUDJPY,1.081,out,0,0,1.2
25100017,250710964,2025-07-21 11:46:03,buy,0.1,AUDNZD,1.073,out,0,0,1.7
25100017,250710965,2025-07-21 11:46:44,sell,0.1,AUDJPY,1.069,in,0,0,0
25100016,250710966,2025-07-21 11:48:02,buy,0.1,AUDNZD,1.051,in,0,0,0
25100017,250710975,2025-07-21 12:14:31,buy,0.1,AUDJPY,1.069,out,0,0,1.1
25100017,250710976,2025-07-21 12:21:51,buy,0.1,AUDJPY,1.092,in,0,0,0
25100017,250710977,2025-07-21 12:25:44,sell,0.1,AUDJPY,1.092,out,0,0,-3.8
25100017,250710978,2025-07-21 12:25:54,buy,0.1,AUDJPY,1.057,in,0,0,0
25100017,250710980,2025-07-22 05:18:16,sell,0.1,AUDJPY,1.057,out,0,0,2.3
25100016,250710981,2025-07-22 05:19:13,sell,0.1,AUDNZD,1.051,out,0,0,0.3
25100016,250710982,2025-07-22 05:34:14,buy,0.1,AUDJPY,1.062,in,0,0,0
25100016,250710983,2025-07-22 05:34:56,sell,0.1,AUDJPY,1.062,out,0,0,3.1
25100016,250710984,2025-07-22 05:35:09,buy,10,AUDJPY,1.079,in,0,0,0
25100016,250710985,2025-07-22 05:36:05,sell,10,AUDJPY,1.079,out,0,0,130
25100016,250710986,2025-07-22 05:36:20,buy,50,AUDJPY,1.076,in,0,0,0
25100016,250710988,2025-07-22 05:36:59,sell,50,AUDJPY,1.076,out,0,0,-1250
25100016,250710989,2025-07-22 05:57:26,buy,10,DEMO_EURUSD,1.059,in,0,0,0
25100016,250710990,2025-07-22 05:57:53,sell,10,DEMO_EURUSD,1.059,out,0,0,-93.96
25100016,250710991,2025-07-22 05:58:04,buy,1,DEMO_EURUSD,1.084,in,0,0,0
25100016,250710992,2025-07-22 06:44:11,sell,1,DEMO_EURUSD,1.084,out,0,0,-29.36
25100016,250710993,2025-07-22 06:44:23,buy,1,AUDJPY,1.087,in,0,0,0
25100016,250710994,2025-07-22 06:44:35,sell,1,AUDJPY,1.087,out,0,0,-14
25100016,250710995,2025-07-22 06:44:43,buy,1,AUDNZD,1.064,in,0,0,0
25100016,250710996,2025-07-22 06:45:11,sell,1,AUDNZD,1.064,out,0,0,4
25100016,250710997,2025-07-22 06:46:28,buy,1,AUDJPY,1.082,in,0,0,0
25100016,250710998,2025-07-22 06:50:39,sell,1,AUDJPY,1.082,out,0,0,9.82
25100015,250711010,2025-07-25 09:21:19,buy,0.1,AUDJPY,1.093,in,0,0,0
25100015,250711011,2025-07-25 09:21:22,sell,0.1,AUDJPY,1.093,out,0,0,-2.36
25100026,250711013,2025-07-25 09:55:43,buy,0.1,AUDJPY,1.078,in,0,0,0
25100026,250711014,2025-07-25 09:55:57,sell,0.1,AUDJPY,1.078,out,0,0,2.08
25100026,250711017,2025-07-25 09:58:17,buy,0.1,AUDJPY,1.067,in,0,0,0
25100026,250711018,2025-07-25 10:00:01,buy,0.1,AUDJPY,1.095,in,0,0,0
25100026,250711019,2025-07-25 10:00:06,sell,0.1,AUDJPY,1.095,out,0,0,-0.22
25100026,250711020,2025-07-25 10:00:19,sell,0.1,AUDJPY,1.067,out,0,0,2.95
25100026,250711021,2025-07-25 10:05:40,buy,0.1,AUDJPY,1.092,in,0,0,0
25100026,250711022,2025-07-25 10:06:28,sell,0.1,AUDJPY,1.092,out,0,0,-0.33
25100026,250711023,2025-07-25 10:08:11,buy,0.1,AUDJPY,1.076,in,0,0,0
25100026,250711024,2025-07-25 10:10:07,buy,0.1,AUDJPY,1.062,in,0,0,0
25100026,250711025,2025-07-25 10:10:29,sell,0.1,AUDJPY,1.076,out,0,0,0.76
25100026,250711026,2025-07-25 10:10:29,sell,0.1,AUDJPY,1.062,out,0,0,2.27
25100026,250711027,2025-07-25 10:17:07,buy,0.1,AUDJPY,1.058,in,0,0,0
25100026,250711028,2025-07-25 10:37:56,sell,0.1,AUDJPY,1.058,out,0,0,2.93
25100026,250711029,2025-07-25 10:38:00,buy,0.1,AUDJPY,1.081,in,0,0,0
25100026,250711030,2025-07-25 10:42:24,sell,0.1,AUDJPY,1.081,out,0,0,0.54
25100026,250711031,2025-07-25 10:42:29,buy,0.1,AUDJPY,1.07,in,0,0,0
25100026,250711035,2025-07-25 10:53:44,sell,0.1,AUDJPY,1.07,out,0,0,1.08
25100026,250711036,2025-07-25 10:53:54,buy,0.1,AUDJPY,1.067,in,0,0,0
25100026,250711037,2025-07-25 10:59:14,buy,0.1,AUDJPY,1.096,in,0,0,0
25100026,250711038,2025-07-25 10:59:31,sell,0.1,AUDJPY,1.067,out,0,0,2.4
25100026,250711040,2025-07-26 05:03:17,buy,0.1,AUDJPY,1.063,in,0,0,0
25100026,250711041,2025-07-26 05:03:51,sell,0.1,AUDJPY,1.096,out,0,0,-1.51
25100026,250711043,2025-07-26 05:03:51,sell,0.1,AUDJPY,1.063,out,0,0,2.06
25100026,250711045,2025-07-26 10:04:52,buy,0.1,AUDJPY,1.052,in,0,0,0
25100026,250711047,2025-07-28 04:19:28,sell,0.1,AUDJPY,1.052,out,0,0,4.71
25100015,250711049,2025-07-28 05:03:50,buy,0.1,AUDJPY,1.094,in,0,0,0
25100026,250711051,2025-07-28 05:05:13,buy,0.1,AUDJPY,1.079,in,0,0,0
25100026,250711052,2025-07-28 05:05:18,sell,0.1,AUDJPY,1.079,out,0,0,-0.11
25100026,250711054,2025-07-28 05:06:30,buy,0.1,AUDJPY,1.068,in,0,0,0
25100015,250711055,2025-07-28 05:08:56,sell,0.1,AUDJPY,1.094,out,0,0,-4.32
25100015,250711056,2025-07-28 05:09:11,buy,0.1,AUDUSD,1.075,in,0,0,0
25100023,250711057,2025-07-28 05:15:03,buy,0.1,AUDJPY,1.088,in,0,0,0
25100023,250711060,2025-07-28 05:27:11,sell,0.1,AUDJPY,1.088,out,0,0,-0.22
25100026,250711061,2025-07-28 05:27:11,sell,0.1,AUDJPY,1.068,out,0,0,1.95
25100015,250711062,2025-07-28 05:27:11,sell,0.1,AUDUSD,1.075,out,0,0,1.1
25100016,250711067,2025-07-28 06:37:38,sell,0.1,AUDJPY,1.098,in,0,0,0
25100016,250711068,2025-07-28 06:37:45,buy,0.1,AUDJPY,1.098,out,0,0,2.89
25100016,250711069,2025-07-28 06:38:10,buy,0.1,AUDJPY,1.055,in,0,0,0
25100016,250711070,2025-07-28 06:38:40,sell,0.1,AUDJPY,1.055,out,0,0,-0.21
25100015,250711071,2025-07-28 06:40:37,buy,0.1,AUDJPY,1.072,in,0,0,0
25100015,250711072,2025-07-28 06:40:37,buy,0.1,AUDJPY,1.072,in,0,0,0
25100015,250711073,2025-07-28 06:40:45,buy,0.1,AUDJPY,1.06,in,0,0,0
25100015,250711074,2025-07-28 06:40:49,sell,0.1,AUDJPY,1.06,out,0,0,-0.42
25100015,250711075,2025-07-28 06:40:50,sell,0.1,AUDJPY,1.072,out,0,0,-1.69
25100015,250711076,2025-07-28 06:40:50,sell,0.1,AUDJPY,1.072,out,0,0,0
25100015,250711077,2025-07-28 06:40:53,buy,0.1,AUDJPY,1.067,in,0,0,0
25100015,250711078,2025-07-28 06:42:51,buy,0.1,AUDJPY,1.055,in,0,0,0
25100015,250711079,2025-07-28 06:42:55,sell,0.1,AUDJPY,1.067,out,0,0,0.43
25100015,250711080,2025-07-28 06:43:56,sell,0.1,AUDJPY,1.055,out,0,0,4.61
25100026,250711088,2025-07-28 07:13:43,buy,0.1,AUDJPY,1.067,in,0,0,0
25100026,250711089,2025-07-28 07:13:48,sell,0.1,AUDJPY,1.067,out,0,0,2.4
25100026,250711091,2025-07-28 07:20:03,buy,0.1,AUDNZD,1.087,in,0,0,0
25100026,250711092,2025-07-28 07:20:05,sell,0.1,AUDNZD,1.087,out,0,0,0.8
25100026,250711094,2025-07-28 07:26:31,buy,0.1,AUDJPY,1.072,in,0,0,0
25100026,250711097,2025-07-28 09:35:59,sell,0.1,AUDJPY,1.072,out,0,0,-1.59
25100026,250711098,2025-07-28 09:36:13,buy,0.1,AUDJPY,1.071,in,0,0,0
25100026,250711099,2025-07-28 09:37:55,sell,0.1,AUDJPY,1.071,out,0,0,-0.53
25100026,250711103,2025-07-28 09:41:13,buy,0.1,AUDNZD,1.095,in,0,0,0
25100026,250711111,2025-07-28 09:51:18,sell,0.1,AUDNZD,1.095,out,0,0,0
25100026,250711112,2025-07-28 09:51:28,buy,0.1,AUDJPY,1.076,in,0,0,0
25100026,250711113,2025-07-28 09:56:55,buy,0.1,AUDJPY,1.059,in,0,0,0
25100026,250711114,2025-07-28 09:57:02,sell,0.1,AUDJPY,1.076,out,0,0,-2.63
25100026,250711115,2025-07-28 09:57:03,sell,0.1,AUDJPY,1.059,out,0,0,-0.84
25100026,250711117,2025-07-28 09:57:53,buy,0.1,AUDJPY,1.082,in,0,0,0
25100026,250711118,2025-07-28 09:59:50,sell,0.1,AUDJPY,1.082,out,0,0,0.54
25100026,250711119,2025-07-28 09:59:53,buy,0.1,AUDJPY,1.075,in,0,0,0
25100026,250711127,2025-07-28 10:03:12,buy,0.1,AUDNZD,1.091,in,0,0,0
25100026,250711130,2025-07-28 10:06:51,buy,0.1,AUDJPY,1.096,in,0,0,0
25100026,250711132,2025-07-28 10:08:52,sell,0.1,AUDJPY,1.075,out,0,0,2.08
25100026,250711133,2025-07-28 10:08:52,sell,0.1,AUDJPY,1.096,out,0,0,-0.22
25100026,250711135,2025-07-28 10:09:16,sell,0.1,AUDNZD,1.091,out,0,0,-4
25100026,250711136,2025-07-28 10:17:17,buy,0.1,AUDJPY,1.056,in,0,0,0
25100026,250711137,2025-07-28 10:27:36,buy,0.1,AUDJPY,1.095,in,0,0,0
25100026,250711138,2025-07-29 04:14:00,sell,0.1,AUDJPY,1.095,out,0,0,-4.72
25100026,250711139,2025-07-29 04:14:01,sell,0.1,AUDJPY,1.056,out,0,0,-0.63
25100026,250711141,2025-07-29 04:14:36,buy,0.1,AUDJPY,1.079,in,0,0,0
