Journal - 08/11/2025 10:55:46
ID : 25100022 - From Date : 2025-08-06 - To Date : 2025-11-08
Account Id,Date/Time,Type,Device,Ip,Description
25100020,2025-07-11 12:03:13,req_order,api,,Risk Management: BUY Market Order 20.00 lots @ 1.05300 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:03:13,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.05600 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:03:33,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.05600 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:04:26,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-11 12:05:55,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.08900 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:06:15,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.08900 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:13:51,req_order,web,163.53.179.29,new order has been requested type of market_order volume 10.000000 symbol #25100007
25100020,2025-07-11 12:14:23,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100007
25100020,2025-07-11 12:14:29,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100007
25100020,2025-07-11 12:14:45,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100011
25100020,2025-07-11 12:15:12,req_order,web,163.53.179.29,new order has been requested type of market_order volume 10.000000 symbol #25100011
25100020,2025-07-11 12:15:36,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100011
25100020,2025-07-11 12:15:36,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.06900 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:15:56,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.06900 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:16:03,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100011
25100020,2025-07-11 12:16:03,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.06400 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:16:23,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.06400 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:17:04,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100011
25100020,2025-07-11 12:17:04,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 50.00 lots @ 1.07300 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:17:24,req_order,api,,Risk Management: BUY Market Order 50.00 lots @ 1.07300 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:18:11,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100011
25100020,2025-07-11 12:18:11,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 100.00 lots @ 1.07400 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:18:31,req_order,api,,Risk Management: BUY Market Order 100.00 lots @ 1.07400 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:18:51,req_order,web,163.53.179.29,new order has been requested type of market_order volume 70.000000 symbol #25100011
25100020,2025-07-11 12:18:51,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 70.00 lots @ 1.06900 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:19:11,req_order,api,,Risk Management: BUY Market Order 70.00 lots @ 1.06900 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:19:59,req_order,web,163.53.179.29,new order has been requested type of market_order volume 72.000000 symbol #25100011
25100020,2025-07-11 12:20:58,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 72.00 lots @ 1.09600 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:21:18,req_order,api,,Risk Management: BUY Market Order 72.00 lots @ 1.09600 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:21:49,req_order,web,163.53.179.29,new order has been requested type of market_order volume 40.000000 symbol #25100011
25100020,2025-07-11 12:21:49,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 40.00 lots @ 1.08000 [Symbol:25100011] order from Mobile App. Automatic processing initiated.
25100020,2025-07-11 12:22:09,req_order,api,,Risk Management: BUY Market Order 40.00 lots @ 1.08000 [Symbol:25100011] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-11 12:22:38,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100007
25100020,2025-07-11 12:23:09,req_order,web,163.53.179.29,new order has been requested type of market_order volume 10.000000 symbol #25100007
25100020,2025-07-12 04:24:43,login,web,163.53.179.29,logged in to the system
25100020,2025-07-12 04:34:11,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-12 04:35:25,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 12.000000
25100020,2025-07-12 04:35:46,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 11.000000
25100020,2025-07-12 06:56:00,login,web,163.53.179.29,logged in to the system
25100020,2025-07-12 07:01:46,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-12 07:01:55,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-12 07:01:56,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-12 07:01:56,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-12 07:01:56,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100021
25100020,2025-07-12 07:02:07,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100021
25100020,2025-07-12 11:35:31,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 100.000000
25100020,2025-07-12 11:35:31,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 100.00 lots @ 1.08900 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-12 11:35:38,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-12 11:35:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-12 11:35:51,req_order,api,,Risk Management: BUY Market Order 100.00 lots @ 1.08900 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-12 11:36:08,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 11.000000
25100020,2025-07-12 11:36:08,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 11.00 lots @ 1.07203 [Symbol:25100008] order from Mobile App. Automatic processing initiated.
25100020,2025-07-12 11:36:28,req_order,api,,Risk Management: BUY Market Order 11.00 lots @ 1.07203 [Symbol:25100008] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-12 11:37:09,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 12.000000
25100020,2025-07-12 11:37:09,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 12.00 lots @ 1.05503 [Symbol:25100008] order from Mobile App. Automatic processing initiated.
25100020,2025-07-12 11:37:29,req_order,api,,Risk Management: BUY Market Order 12.00 lots @ 1.05503 [Symbol:25100008] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-12 11:38:25,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 100.000000
25100020,2025-07-12 11:38:25,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 100.00 lots @ 1.08603 [Symbol:25100008] order from Mobile App. Automatic processing initiated.
25100020,2025-07-12 11:38:45,req_order,api,,Risk Management: BUY Market Order 100.00 lots @ 1.08603 [Symbol:25100008] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-12 11:46:57,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-12 11:47:02,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 20.000000
25100020,2025-07-12 11:47:02,req_order,api,,Risk Management System: Rule 'Test-Routing on Symbol' intercepted BUY Market Order 20.00 lots @ 1.08600 [Symbol:25100007] order from Mobile App. Automatic processing initiated.
25100020,2025-07-12 11:47:22,req_order,api,,Risk Management: BUY Market Order 20.00 lots @ 1.08600 [Symbol:25100007] order processed with delay by rule 'Test-Routing on Symbol'. Status: Order processed and ready for admin review.
25100020,2025-07-14 04:14:10,login,web,163.53.179.29,logged in to the system
25100020,2025-07-14 12:38:52,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:39:35,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:39:55,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:40:05,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:19,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:22,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:44,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:44,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:44,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:44,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:45,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:46,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:46,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:46,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:46,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:41:46,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-14 12:54:01,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-15 05:15:32,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-15 05:24:44,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 22.000000
25100020,2025-07-15 05:27:38,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 30.000000
25100020,2025-07-15 05:29:48,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-15 05:30:12,req_order,web,163.53.179.29,dealer #25100009 has created a new order type of market_order on behalf of you volume 0.100000
25100020,2025-07-15 05:56:06,login,web,163.53.179.29,logged in to the system
25100020,2025-07-15 05:56:14,req_order,web,163.53.179.29,new order has been requested type of market_order volume 0.100000 symbol #25100007
25100020,2025-07-15 05:56:49,req_order,web,163.53.179.29,new order has been requested type of market_order volume 20.000000 symbol #25100007
25100020,2025-07-15 05:57:22,req_order,web,163.53.179.29,new order has been requested type of market_order volume 20.000000 symbol #25100007
25100020,2025-07-15 05:57:55,req_order,web,163.53.179.29,new order has been requested type of market_order volume 50.000000 symbol #25100007
25100020,2025-07-15 05:58:20,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100007
25100020,2025-07-15 05:58:44,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100007
25100020,2025-07-15 05:59:08,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100007
25100020,2025-07-15 05:59:36,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100007
25100020,2025-07-15 05:59:53,req_order,web,163.53.179.29,new order has been requested type of market_order volume 100.000000 symbol #25100007
